unit,period,pair,treat,post,D,y
5,19,5,0,1,0,1
6,0,6,0,0,0,1
6,1,6,0,0,0,1
6,2,6,0,0,0,2
6,3,6,0,0,0,1
6,4,6,0,0,0,1
6,5,6,0,0,0,0
6,6,6,0,0,0,1
6,7,6,0,0,0,2
6,8,6,0,0,0,1
6,9,6,0,0,0,1
6,10,6,0,1,0,0
6,11,6,0,1,0,0
6,12,6,0,1,0,0
6,13,6,0,1,0,1
6,14,6,0,1,0,1
6,15,6,0,1,0,1
6,16,6,0,1,0,0
6,17,6,0,1,0,0
6,18,6,0,1,0,1
6,19,6,0,1,0,2
7,0,7,0,0,0,1
7,1,7,0,0,0,1
7,2,7,0,0,0,1
7,3,7,0,0,0,0
7,4,7,0,0,0,0
7,5,7,0,0,0,0
7,6,7,0,0,0,1
7,7,7,0,0,0,1
7,8,7,0,0,0,1
7,9,7,0,0,0,1
7,10,7,0,1,0,1
7,11,7,0,1,0,3
7,12,7,0,1,0,1
7,13,7,0,1,0,0
7,14,7,0,1,0,0
7,15,7,0,1,0,2
7,16,7,0,1,0,0
7,17,7,0,1,0,1
7,18,7,0,1,0,1
7,19,7,0,1,0,1
8,0,8,0,0,0,1
8,1,8,0,0,0,1
8,2,8,0,0,0,0
8,3,8,0,0,0,1
8,4,8,0,0,0,1
8,5,8,0,0,0,1
8,6,8,0,0,0,1
8,7,8,0,0,0,2
8,8,8,0,0,0,1
8,9,8,0,0,0,1
8,10,8,0,1,0,1
8,11,8,0,1,0,1
8,12,8,0,1,0,1
8,13,8,0,1,0,1
8,14,8,0,1,0,1
8,15,8,0,1,0,1
8,16,8,0,1,0,1
8,17,8,0,1,0,1
8,18,8,0,1,0,0
8,19,8,0,1,0,2
9,0,9,0,0,0,1
9,1,9,0,0,0,0
9,2,9,0,0,0,1
9,3,9,0,0,0,0
9,4,9,0,0,0,1
9,5,9,0,0,0,1
9,6,9,0,0,0,1
9,7,9,0,0,0,1
9,8,9,0,0,0,1
9,9,9,0,0,0,1
9,10,9,0,1,0,1
9,11,9,0,1,0,0
9,12,9,0,1,0,1
9,13,9,0,1,0,0
9,14,9,0,1,0,1
9,15,9,0,1,0,0
9,16,9,0,1,0,1
9,17,9,0,1,0,2
9,18,9,0,1,0,1
9,19,9,0,1,0,1
10,0,10,0,0,0,1
10,1,10,0,0,0,1
10,2,10,0,0,0,1
10,3,10,0,0,0,1
10,4,10,0,0,0,1
10,5,10,0,0,0,1
10,6,10,0,0,0,0
10,7,10,0,0,0,1
10,8,10,0,0,0,0
10,9,10,0,0,0,1
10,10,10,0,1,0,0
10,11,10,0,1,0,1
10,12,10,0,1,0,1
10,13,10,0,1,0,1
10,14,10,0,1,0,2
10,15,10,0,1,0,2
10,16,10,0,1,0,4
10,17,10,0,1,0,0
10,18,10,0,1,0,1
10,19,10,0,1,0,1
11,0,11,0,0,0,1
11,1,11,0,0,0,1
11,2,11,0,0,0,1
11,3,11,0,0,0,2
11,4,11,0,0,0,2
11,5,11,0,0,0,2
11,6,11,0,0,0,1
11,7,11,0,0,0,1
11,8,11,0,0,0,1
11,9,11,0,0,0,1
11,10,11,0,1,0,2
11,11,11,0,1,0,2
11,12,11,0,1,0,1
11,13,11,0,1,0,1
11,14,11,0,1,0,1
11,15,11,0,1,0,2
11,16,11,0,1,0,1
11,17,11,0,1,0,1
11,18,11,0,1,0,1
11,19,11,0,1,0,2
12,0,12,0,0,0,2
12,1,12,0,0,0,1
12,2,12,0,0,0,6
12,3,12,0,0,0,1
12,4,12,0,0,0,1
12,5,12,0,0,0,2
12,6,12,0,0,0,2
12,7,12,0,0,0,4
12,8,12,0,0,0,1
12,9,12,0,0,0,0
12,10,12,0,1,0,2
12,11,12,0,1,0,0
12,12,12,0,1,0,2
12,13,12,0,1,0,2
12,14,12,0,1,0,1
12,15,12,0,1,0,0
12,16,12,0,1,0,1
12,17,12,0,1,0,3
12,18,12,0,1,0,1
12,19,12,0,1,0,1
13,0,13,0,0,0,1
13,1,13,0,0,0,1
13,2,13,0,0,0,1
13,3,13,0,0,0,2
13,4,13,0,0,0,2
13,5,13,0,0,0,2
13,6,13,0,0,0,1
13,7,13,0,0,0,1
13,8,13,0,0,0,1
13,9,13,0,0,0,6
13,10,13,0,1,0,1
13,11,13,0,1,0,2
13,12,13,0,1,0,1
13,13,13,0,1,0,1
13,14,13,0,1,0,1
13,15,13,0,1,0,6
13,16,13,0,1,0,1
13,17,13,0,1,0,3
13,18,13,0,1,0,2
13,19,13,0,1,0,2
14,0,14,0,0,0,2
14,1,14,0,0,0,2
14,2,14,0,0,0,2
14,3,14,0,0,0,1
14,4,14,0,0,0,1
14,5,14,0,0,0,1
14,6,14,0,0,0,1
14,7,14,0,0,0,1
14,8,14,0,0,0,1
14,9,14,0,0,0,1
14,10,14,0,1,0,1
14,11,14,0,1,0,1
14,12,14,0,1,0,1
14,13,14,0,1,0,0
14,14,14,0,1,0,2
14,15,14,0,1,0,1
14,16,14,0,1,0,0
14,17,14,0,1,0,1
14,18,14,0,1,0,1
14,19,14,0,1,0,2
15,0,15,0,0,0,1
15,1,15,0,0,0,2
15,2,15,0,0,0,0
15,3,15,0,0,0,2
15,4,15,0,0,0,2
15,5,15,0,0,0,2
15,6,15,0,0,0,1
15,7,15,0,0,0,3
15,8,15,0,0,0,2
15,9,15,0,0,0,1
15,10,15,0,1,0,2
15,11,15,0,1,0,1
15,12,15,0,1,0,1
15,13,15,0,1,0,2
15,14,15,0,1,0,1
15,15,15,0,1,0,3
15,16,15,0,1,0,1
15,17,15,0,1,0,1
15,18,15,0,1,0,2
15,19,15,0,1,0,1
16,0,16,0,0,0,1
16,1,16,0,0,0,3
16,2,16,0,0,0,2
16,3,16,0,0,0,1
16,4,16,0,0,0,2
16,5,16,0,0,0,1
16,6,16,0,0,0,1
16,7,16,0,0,0,1
16,8,16,0,0,0,1
16,9,16,0,0,0,1
16,10,16,0,1,0,2
16,11,16,0,1,0,1
16,12,16,0,1,0,0
16,13,16,0,1,0,2
16,14,16,0,1,0,1
16,15,16,0,1,0,1
16,16,16,0,1,0,3
16,17,16,0,1,0,5
16,18,16,0,1,0,1
16,19,16,0,1,0,2
17,0,17,0,0,0,2
17,1,17,0,0,0,2
17,2,17,0,0,0,3
17,3,17,0,0,0,1
17,4,17,0,0,0,1
17,5,17,0,0,0,1
17,6,17,0,0,0,1
17,7,17,0,0,0,1
17,8,17,0,0,0,1
17,9,17,0,0,0,3
17,10,17,0,1,0,2
17,11,17,0,1,0,1
17,12,17,0,1,0,1
17,13,17,0,1,0,1
17,14,17,0,1,0,2
17,15,17,0,1,0,3
17,16,17,0,1,0,2
17,17,17,0,1,0,1
17,18,17,0,1,0,1
17,19,17,0,1,0,3
18,0,18,0,0,0,2
18,1,18,0,0,0,2
18,2,18,0,0,0,1
18,3,18,0,0,0,1
18,4,18,0,0,0,2
18,5,18,0,0,0,4
18,6,18,0,0,0,2
18,7,18,0,0,0,1
18,8,18,0,0,0,1
18,9,18,0,0,0,2
18,10,18,0,1,0,1
18,11,18,0,1,0,1
18,12,18,0,1,0,1
18,13,18,0,1,0,1
18,14,18,0,1,0,1
18,15,18,0,1,0,2
18,16,18,0,1,0,5
18,17,18,0,1,0,1
18,18,18,0,1,0,2
18,19,18,0,1,0,1
19,0,19,0,0,0,2
19,1,19,0,0,0,1
19,2,19,0,0,0,2
19,3,19,0,0,0,2
19,4,19,0,0,0,3
19,5,19,0,0,0,1
19,6,19,0,0,0,1
19,7,19,0,0,0,2
19,8,19,0,0,0,2
19,9,19,0,0,0,2
19,10,19,0,1,0,3
19,11,19,0,1,0,1
19,12,19,0,1,0,1
19,13,19,0,1,0,1
19,14,19,0,1,0,5
19,15,19,0,1,0,1
19,16,19,0,1,0,2
19,17,19,0,1,0,2
19,18,19,0,1,0,1
19,19,19,0,1,0,1
20,0,20,0,0,0,3
20,1,20,0,0,0,2
20,2,20,0,0,0,2
20,3,20,0,0,0,1
20,4,20,0,0,0,1
20,5,20,0,0,0,2
20,6,20,0,0,0,3
20,7,20,0,0,0,3
20,8,20,0,0,0,1
20,9,20,0,0,0,2
20,10,20,0,1,0,4
20,11,20,0,1,0,1
20,12,20,0,1,0,1
20,13,20,0,1,0,6
20,14,20,0,1,0,3
20,15,20,0,1,0,1
20,16,20,0,1,0,4
20,17,20,0,1,0,1
20,18,20,0,1,0,1
20,19,20,0,1,0,2
21,0,21,0,0,0,2
21,1,21,0,0,0,1
21,2,21,0,0,0,2
21,3,21,0,0,0,4
21,4,21,0,0,0,4
21,5,21,0,0,0,3
21,6,21,0,0,0,2
21,7,21,0,0,0,1
21,8,21,0,0,0,3
21,9,21,0,0,0,2
21,10,21,0,1,0,3
21,11,21,0,1,0,3
21,12,21,0,1,0,2
21,13,21,0,1,0,1
21,14,21,0,1,0,10
21,15,21,0,1,0,6
21,16,21,0,1,0,2
21,17,21,0,1,0,1
21,18,21,0,1,0,1
21,19,21,0,1,0,1
22,0,22,0,0,0,1
22,1,22,0,0,0,6
22,2,22,0,0,0,2
22,3,22,0,0,0,1
22,4,22,0,0,0,1
22,5,22,0,0,0,3
22,6,22,0,0,0,2
22,7,22,0,0,0,2
22,8,22,0,0,0,1
22,9,22,0,0,0,2
22,10,22,0,1,0,1
22,11,22,0,1,0,2
22,12,22,0,1,0,2
22,13,22,0,1,0,5
22,14,22,0,1,0,3
22,15,22,0,1,0,1
22,16,22,0,1,0,2
22,17,22,0,1,0,1
22,18,22,0,1,0,3
22,19,22,0,1,0,2
23,0,23,0,0,0,1
23,1,23,0,0,0,2
23,2,23,0,0,0,1
23,3,23,0,0,0,2
23,4,23,0,0,0,2
23,5,23,0,0,0,3
23,6,23,0,0,0,2
23,7,23,0,0,0,2
23,8,23,0,0,0,2
23,9,23,0,0,0,1
23,10,23,0,1,0,1
23,11,23,0,1,0,2
23,12,23,0,1,0,2
23,13,23,0,1,0,4
23,14,23,0,1,0,3
23,15,23,0,1,0,1
23,16,23,0,1,0,1
23,17,23,0,1,0,1
23,18,23,0,1,0,1
23,19,23,0,1,0,1
24,0,24,0,0,0,8
24,1,24,0,0,0,3
24,2,24,0,0,0,1
24,3,24,0,0,0,3
24,4,24,0,0,0,1
24,5,24,0,0,0,2
24,6,24,0,0,0,1
24,7,24,0,0,0,2
24,8,24,0,0,0,5
24,9,24,0,0,0,2
24,10,24,0,1,0,4
24,11,24,0,1,0,2
24,12,24,0,1,0,1
24,13,24,0,1,0,2
24,14,24,0,1,0,2
24,15,24,0,1,0,1
24,16,24,0,1,0,5
24,17,24,0,1,0,1
24,18,24,0,1,0,2
24,19,24,0,1,0,2
25,0,25,0,0,0,2
25,1,25,0,0,0,1
25,2,25,0,0,0,3
25,3,25,0,0,0,3
25,4,25,0,0,0,4
25,5,25,0,0,0,4
25,6,25,0,0,0,1
25,7,25,0,0,0,3
25,8,25,0,0,0,2
25,9,25,0,0,0,3
25,10,25,0,1,0,1
25,11,25,0,1,0,2
25,12,25,0,1,0,3
25,13,25,0,1,0,6
25,14,25,0,1,0,1
25,15,25,0,1,0,1
25,16,25,0,1,0,2
25,17,25,0,1,0,2
25,18,25,0,1,0,1
25,19,25,0,1,0,4
26,0,26,0,0,0,6
26,1,26,0,0,0,1
26,2,26,0,0,0,2
26,3,26,0,0,0,1
26,4,26,0,0,0,2
26,5,26,0,0,0,1
26,6,26,0,0,0,2
26,7,26,0,0,0,5
26,8,26,0,0,0,2
26,9,26,0,0,0,3
26,10,26,0,1,0,3
26,11,26,0,1,0,2
26,12,26,0,1,0,2
26,13,26,0,1,0,2
26,14,26,0,1,0,1
26,15,26,0,1,0,1
26,16,26,0,1,0,6
26,17,26,0,1,0,1
26,18,26,0,1,0,2
26,19,26,0,1,0,1
27,0,27,0,0,0,2
27,1,27,0,0,0,2
27,2,27,0,0,0,5
27,3,27,0,0,0,1
27,4,27,0,0,0,2
27,5,27,0,0,0,7
27,6,27,0,0,0,4
27,7,27,0,0,0,4
27,8,27,0,0,0,2
27,9,27,0,0,0,1
27,10,27,0,1,0,2
27,11,27,0,1,0,2
27,12,27,0,1,0,3
27,13,27,0,1,0,2
27,14,27,0,1,0,2
27,15,27,0,1,0,1
27,16,27,0,1,0,1
27,17,27,0,1,0,3
27,18,27,0,1,0,2
27,19,27,0,1,0,5
28,0,28,0,0,0,2
28,1,28,0,0,0,1
28,2,28,0,0,0,3
28,3,28,0,0,0,3
28,4,28,0,0,0,1
28,5,28,0,0,0,2
28,6,28,0,0,0,2
28,7,28,0,0,0,2
28,8,28,0,0,0,1
28,9,28,0,0,0,1
28,10,28,0,1,0,3
28,11,28,0,1,0,2
28,12,28,0,1,0,1
28,13,28,0,1,0,3
28,14,28,0,1,0,5
28,15,28,0,1,0,2
28,16,28,0,1,0,2
28,17,28,0,1,0,2
28,18,28,0,1,0,3
28,19,28,0,1,0,1
29,0,29,0,0,0,3
29,1,29,0,0,0,2
29,2,29,0,0,0,1
29,3,29,0,0,0,3
29,4,29,0,0,0,1
29,5,29,0,0,0,1
29,6,29,0,0,0,2
29,7,29,0,0,0,4
29,8,29,0,0,0,3
29,9,29,0,0,0,3
29,10,29,0,1,0,5
29,11,29,0,1,0,6
29,12,29,0,1,0,1
29,13,29,0,1,0,5
29,14,29,0,1,0,3
29,15,29,0,1,0,5
29,16,29,0,1,0,2
29,17,29,0,1,0,4
29,18,29,0,1,0,3
29,19,29,0,1,0,3
30,0,30,0,0,0,2
30,1,30,0,0,0,5
30,2,30,0,0,0,2
30,3,30,0,0,0,2
30,4,30,0,0,0,1
30,5,30,0,0,0,2
30,6,30,0,0,0,3
30,7,30,0,0,0,5
30,8,30,0,0,0,2
30,9,30,0,0,0,2
30,10,30,0,1,0,1
30,11,30,0,1,0,4
30,12,30,0,1,0,1
30,13,30,0,1,0,2
30,14,30,0,1,0,6
30,15,30,0,1,0,1
30,16,30,0,1,0,2
30,17,30,0,1,0,3
30,18,30,0,1,0,4
30,19,30,0,1,0,2
31,0,31,0,0,0,3
31,1,31,0,0,0,11
31,2,31,0,0,0,1
31,3,31,0,0,0,2
31,4,31,0,0,0,2
31,5,31,0,0,0,1
31,6,31,0,0,0,2
31,7,31,0,0,0,4
31,8,31,0,0,0,2
31,9,31,0,0,0,2
31,10,31,0,1,0,2
31,11,31,0,1,0,3
31,12,31,0,1,0,4
31,13,31,0,1,0,2
31,14,31,0,1,0,7
31,15,31,0,1,0,1
31,16,31,0,1,0,2
31,17,31,0,1,0,4
31,18,31,0,1,0,2
31,19,31,0,1,0,2
32,0,32,0,0,0,2
32,1,32,0,0,0,3
32,2,32,0,0,0,1
32,3,32,0,0,0,3
32,4,32,0,0,0,2
32,5,32,0,0,0,2
32,6,32,0,0,0,4
32,7,32,0,0,0,2
32,8,32,0,0,0,5
32,9,32,0,0,0,3
32,10,32,0,1,0,2
32,11,32,0,1,0,1
32,12,32,0,1,0,4
32,13,32,0,1,0,2
32,14,32,0,1,0,1
32,15,32,0,1,0,2
32,16,32,0,1,0,1
32,17,32,0,1,0,2
32,18,32,0,1,0,2
32,19,32,0,1,0,2
33,0,33,0,0,0,2
33,1,33,0,0,0,6
33,2,33,0,0,0,3
33,3,33,0,0,0,2
33,4,33,0,0,0,2
33,5,33,0,0,0,2
33,6,33,0,0,0,3
33,7,33,0,0,0,4
33,8,33,0,0,0,4
33,9,33,0,0,0,3
33,10,33,0,1,0,3
33,11,33,0,1,0,2
33,12,33,0,1,0,1
33,13,33,0,1,0,2
33,14,33,0,1,0,3
33,15,33,0,1,0,4
33,16,33,0,1,0,1
33,17,33,0,1,0,4
33,18,33,0,1,0,4
33,19,33,0,1,0,3
34,0,34,0,0,0,3
34,1,34,0,0,0,2
34,2,34,0,0,0,1
34,3,34,0,0,0,2
34,4,34,0,0,0,3
34,5,34,0,0,0,2
34,6,34,0,0,0,4
34,7,34,0,0,0,3
34,8,34,0,0,0,2
34,9,34,0,0,0,6
34,10,34,0,1,0,2
34,11,34,0,1,0,3
34,12,34,0,1,0,3
34,13,34,0,1,0,1
34,14,34,0,1,0,0
34,15,34,0,1,0,3
34,16,34,0,1,0,2
34,17,34,0,1,0,3
34,18,34,0,1,0,1
34,19,34,0,1,0,1
35,0,35,0,0,0,5
35,1,35,0,0,0,2
35,2,35,0,0,0,2
35,3,35,0,0,0,2
35,4,35,0,0,0,1
35,5,35,0,0,0,3
35,6,35,0,0,0,4
35,7,35,0,0,0,5
35,8,35,0,0,0,6
35,9,35,0,0,0,2
35,10,35,0,1,0,3
35,11,35,0,1,0,2
35,12,35,0,1,0,3
35,13,35,0,1,0,4
35,14,35,0,1,0,4
35,15,35,0,1,0,3
35,16,35,0,1,0,2
35,17,35,0,1,0,2
35,18,35,0,1,0,3
35,19,35,0,1,0,2
36,0,36,0,0,0,2
36,1,36,0,0,0,3
36,2,36,0,0,0,1
36,3,36,0,0,0,2
36,4,36,0,0,0,2
36,5,36,0,0,0,2
36,6,36,0,0,0,7
36,7,36,0,0,0,4
36,8,36,0,0,0,18
36,9,36,0,0,0,1
36,10,36,0,1,0,6
36,11,36,0,1,0,4
36,12,36,0,1,0,3
36,13,36,0,1,0,3
36,14,36,0,1,0,4
36,15,36,0,1,0,2
36,16,36,0,1,0,5
36,17,36,0,1,0,6
36,18,36,0,1,0,3
36,19,36,0,1,0,3
37,0,37,0,0,0,3
37,1,37,0,0,0,2
37,2,37,0,0,0,3
37,3,37,0,0,0,15
37,4,37,0,0,0,7
37,5,37,0,0,0,3
37,6,37,0,0,0,2
37,7,37,0,0,0,2
37,8,37,0,0,0,2
37,9,37,0,0,0,2
37,10,37,0,1,0,4
37,11,37,0,1,0,3
37,12,37,0,1,0,1
37,13,37,0,1,0,3
37,14,37,0,1,0,3
37,15,37,0,1,0,2
37,16,37,0,1,0,5
37,17,37,0,1,0,2
37,18,37,0,1,0,2
37,19,37,0,1,0,6
38,0,38,0,0,0,1
38,1,38,0,0,0,3
38,2,38,0,0,0,3
38,3,38,0,0,0,6
38,4,38,0,0,0,2
38,5,38,0,0,0,5
38,6,38,0,0,0,3
38,7,38,0,0,0,2
38,8,38,0,0,0,4
38,9,38,0,0,0,1
38,10,38,0,1,0,3
38,11,38,0,1,0,2
38,12,38,0,1,0,4
38,13,38,0,1,0,2
38,14,38,0,1,0,4
38,15,38,0,1,0,4
38,16,38,0,1,0,3
38,17,38,0,1,0,2
38,18,38,0,1,0,3
38,19,38,0,1,0,4
39,0,39,0,0,0,2
39,1,39,0,0,0,1
39,2,39,0,0,0,4
39,3,39,0,0,0,1
39,4,39,0,0,0,7
39,5,39,0,0,0,2
39,6,39,0,0,0,3
39,7,39,0,0,0,2
39,8,39,0,0,0,8
39,9,39,0,0,0,3
39,10,39,0,1,0,2
39,11,39,0,1,0,2
39,12,39,0,1,0,4
39,13,39,0,1,0,12
39,14,39,0,1,0,1
39,15,39,0,1,0,2
39,16,39,0,1,0,1
39,17,39,0,1,0,1
39,18,39,0,1,0,2
39,19,39,0,1,0,4
40,0,40,0,0,0,1
40,1,40,0,0,0,5
40,2,40,0,0,0,3
40,3,40,0,0,0,5
40,4,40,0,0,0,2
40,5,40,0,0,0,5
40,6,40,0,0,0,4
40,7,40,0,0,0,2
40,8,40,0,0,0,2
40,9,40,0,0,0,3
40,10,40,0,1,0,2
40,11,40,0,1,0,2
40,12,40,0,1,0,2
40,13,40,0,1,0,4
40,14,40,0,1,0,3
40,15,40,0,1,0,2
40,16,40,0,1,0,5
40,17,40,0,1,0,2
40,18,40,0,1,0,4
40,19,40,0,1,0,1
41,0,41,0,0,0,5
41,1,41,0,0,0,3
41,2,41,0,0,0,3
41,3,41,0,0,0,2
41,4,41,0,0,0,9
41,5,41,0,0,0,3
41,6,41,0,0,0,2
41,7,41,0,0,0,2
41,8,41,0,0,0,3
41,9,41,0,0,0,7
41,10,41,0,1,0,1
41,11,41,0,1,0,3
41,12,41,0,1,0,3
41,13,41,0,1,0,6
41,14,41,0,1,0,5
41,15,41,0,1,0,5
41,16,41,0,1,0,2
41,17,41,0,1,0,5
41,18,41,0,1,0,2
41,19,41,0,1,0,2
42,0,42,0,0,0,2
42,1,42,0,0,0,3
42,2,42,0,0,0,3
42,3,42,0,0,0,3
42,4,42,0,0,0,3
42,5,42,0,0,0,3
42,6,42,0,0,0,6
42,7,42,0,0,0,1
42,8,42,0,0,0,3
42,9,42,0,0,0,2
42,10,42,0,1,0,6
42,11,42,0,1,0,4
42,12,42,0,1,0,10
42,13,42,0,1,0,1
42,14,42,0,1,0,7
42,15,42,0,1,0,2
42,16,42,0,1,0,3
42,17,42,0,1,0,2
42,18,42,0,1,0,13
42,19,42,0,1,0,5
43,0,43,0,0,0,4
43,1,43,0,0,0,1
43,2,43,0,0,0,4
43,3,43,0,0,0,2
43,4,43,0,0,0,5
43,5,43,0,0,0,1
43,6,43,0,0,0,2
43,7,43,0,0,0,9
43,8,43,0,0,0,3
43,9,43,0,0,0,12
43,10,43,0,1,0,3
43,11,43,0,1,0,4
43,12,43,0,1,0,3
43,13,43,0,1,0,1
43,14,43,0,1,0,4
43,15,43,0,1,0,3
43,16,43,0,1,0,3
43,17,43,0,1,0,4
43,18,43,0,1,0,2
43,19,43,0,1,0,8
44,0,44,0,0,0,3
44,1,44,0,0,0,21
44,2,44,0,0,0,7
44,3,44,0,0,0,3
44,4,44,0,0,0,5
44,5,44,0,0,0,2
44,6,44,0,0,0,2
44,7,44,0,0,0,3
44,8,44,0,0,0,5
44,9,44,0,0,0,4
44,10,44,0,1,0,1
44,11,44,0,1,0,9
44,12,44,0,1,0,6
44,13,44,0,1,0,3
44,14,44,0,1,0,3
44,15,44,0,1,0,6
44,16,44,0,1,0,3
44,17,44,0,1,0,7
44,18,44,0,1,0,3
44,19,44,0,1,0,4
45,0,45,0,0,0,1
45,1,45,0,0,0,1
45,2,45,0,0,0,4
45,3,45,0,0,0,3
45,4,45,0,0,0,10
45,5,45,0,0,0,5
45,6,45,0,0,0,6
45,7,45,0,0,0,2
45,8,45,0,0,0,5
45,9,45,0,0,0,2
45,10,45,0,1,0,6
45,11,45,0,1,0,3
45,12,45,0,1,0,1
45,13,45,0,1,0,4
45,14,45,0,1,0,3
45,15,45,0,1,0,5
45,16,45,0,1,0,2
45,17,45,0,1,0,15
45,18,45,0,1,0,4
45,19,45,0,1,0,3
46,0,46,0,0,0,3
46,1,46,0,0,0,8
46,2,46,0,0,0,4
46,3,46,0,0,0,1
46,4,46,0,0,0,5
46,5,46,0,0,0,6
46,6,46,0,0,0,2
46,7,46,0,0,0,6
46,8,46,0,0,0,6
46,9,46,0,0,0,5
46,10,46,0,1,0,2
46,11,46,0,1,0,3
46,12,46,0,1,0,4
46,13,46,0,1,0,4
46,14,46,0,1,0,4
46,15,46,0,1,0,4
46,16,46,0,1,0,11
46,17,46,0,1,0,4
46,18,46,0,1,0,2
46,19,46,0,1,0,2
47,0,47,0,0,0,2
47,1,47,0,0,0,3
47,2,47,0,0,0,3
47,3,47,0,0,0,2
47,4,47,0,0,0,2
47,5,47,0,0,0,5
47,6,47,0,0,0,5
47,7,47,0,0,0,4
47,8,47,0,0,0,4
47,9,47,0,0,0,4
47,10,47,0,1,0,4
47,11,47,0,1,0,5
47,12,47,0,1,0,6
47,13,47,0,1,0,4
47,14,47,0,1,0,3
47,15,47,0,1,0,3
47,16,47,0,1,0,3
47,17,47,0,1,0,2
47,18,47,0,1,0,12
47,19,47,0,1,0,2
48,0,48,0,0,0,4
48,1,48,0,0,0,4
48,2,48,0,0,0,1
48,3,48,0,0,0,8
48,4,48,0,0,0,5
48,5,48,0,0,0,6
48,6,48,0,0,0,5
48,7,48,0,0,0,2
48,8,48,0,0,0,2
48,9,48,0,0,0,3
48,10,48,0,1,0,1
48,11,48,0,1,0,2
48,12,48,0,1,0,2
48,13,48,0,1,0,2
48,14,48,0,1,0,2
48,15,48,0,1,0,6
48,16,48,0,1,0,4
48,17,48,0,1,0,8
48,18,48,0,1,0,2
48,19,48,0,1,0,9
49,0,49,0,0,0,4
49,1,49,0,0,0,3
49,2,49,0,0,0,3
49,3,49,0,0,0,3
49,4,49,0,0,0,3
49,5,49,0,0,0,3
49,6,49,0,0,0,7
49,7,49,0,0,0,2
49,8,49,0,0,0,7
49,9,49,0,0,0,6
49,10,49,0,1,0,13
49,11,49,0,1,0,6
49,12,49,0,1,0,2
49,13,49,0,1,0,4
49,14,49,0,1,0,4
49,15,49,0,1,0,1
49,16,49,0,1,0,3
